ts,timestamp,atr_1m,volume_1m,ema9_volume_1m,dist_daily,dist_4h,dist_weekly,ghost_track_kind,ghost_wick,ghost_wick_atr,ghost_broke,ghost_broke_atr,ghost_gap_prev,ghost_gap_prev_atr,ghost_prev_age,ghost_bars_since_pivot,ghost_n_in_leg,ghost_leg_extent_atr,rvol5,rvol15,rvol30,rng15,rng15_atr,body_atr,bar_rng_atr,vol_rel20,tf1m_dist_ob,tf1m_thick_ob,tf1m_dist_fvg,tf1m_thick_fvg,tf1m_dist_bsl,tf1m_dist_ssl,tf1m_dist_eqh,tf1m_dist_eql,tf1m_dist_bos,tf1m_dist_choch,tf1m_dist_sweep,tf1m_dist_grab,tf1m_dist_run,tf1m_dist_fib,tf1m_dist_vwap,tf1m_vwap_band1_width,tf1m_dist_poc,tf1m_dist_vah,tf1m_dist_val,tf1m_dist_supply,tf1m_thick_supply,tf1m_dist_demand,tf1m_thick_demand,tf10m_dist_ob,tf10m_thick_ob,tf10m_dist_fvg,tf10m_thick_fvg,tf10m_dist_bsl,tf10m_dist_ssl,tf10m_dist_eqh,tf10m_dist_eql,tf10m_dist_bos,tf10m_dist_choch,tf10m_dist_sweep,tf10m_dist_grab,tf10m_dist_run,tf10m_dist_fib,tf10m_dist_vwap,tf10m_vwap_band1_width,tf10m_dist_poc,tf10m_dist_vah,tf10m_dist_val,tf10m_dist_supply,tf10m_thick_supply,tf10m_dist_demand,tf10m_thick_demand,tf1h_dist_ob,tf1h_thick_ob,tf1h_dist_fvg,tf1h_thick_fvg,tf1h_dist_bsl,tf1h_dist_ssl,tf1h_dist_eqh,tf1h_dist_eql,tf1h_dist_bos,tf1h_dist_choch,tf1h_dist_sweep,tf1h_dist_grab,tf1h_dist_run,tf1h_dist_fib,tf1h_dist_vwap,tf1h_vwap_band1_width,tf1h_dist_poc,tf1h_dist_vah,tf1h_dist_val,tf1h_dist_supply,tf1h_thick_supply,tf1h_dist_demand,tf1h_thick_demand,target_3m,target_5m,target_10m,target_15m
1775155620,2026-04-02T13:47:00-05:00,12.4730095033571,313,622.459218888239,,286.5,,1,25,0.501081956068246,2,0.0400865564854597,23,0.460995399582786,1,55,3,6.93497427198452,29.7288673776105,54.9941758279911,50.7792144092932,196,3.92848253557505,0.260562617155488,0.741601294981004,0.634153400868307,-125,49,102.5,62,-34.5,176.5,-58.5,11,30.5,-11.5,2.5,30.5,-11.5,519.547999999995,556.267421106721,683.753706022049,19.1300000000047,-485.5,1052.42,-342,3,153,5,-153.5,246,340,449,-149.5,327.5,,453,-143.5,-50.5,-50.5,-233.5,218.5,,,,,,,,,835,39,-214.5,596,587,723,-485.5,1917.5,,559.5,83.5,,-401.5,1571.5,83.5,,,,,,,,,1068,155,0,1,2,2
1775155920,2026-04-02T13:52:00-05:00,11.9478567663956,583,614.567375110591,,302,,1,2,0.0418485097181858,18,0.376636587463672,16,0.334788077745486,5,60,4,7.61642876870981,22.2017266595791,51.1505131939065,60.46138937023,213,4.45686628498679,0.774197429786437,0.899742958940994,1.32787418655098,-109.5,49,118,62,-3,192,-43,26.5,46,4,5,46,4,535.047999999995,569.219225667868,683.192491368835,34.6300000000047,-470,1067.92,-326.5,3,168.5,5,-138,246,355.5,449,-134,343,,468.5,-128,-35,-35,-218,234,,,,,,,,,850.5,39,-199,596,602.5,723,-470,1933,,575,99,,-386,1587,99,,,,,,,,,1083.5,155,1,1,1,2
1775155980,2026-04-02T13:53:00-05:00,12.0230098545102,761,643.853900088473,,333.25,,1,28,0.582216939410896,42,0.873325409116344,14,0.291108469705448,1,61,5,8.442145621458,31.1876043752428,52.9698838374222,65.0043142728965,255,5.30233284106352,0.395075780314537,1.08126003033452,1.65984628167844,-78.25,49,33.25,26,28.25,223.25,-11.75,-8.75,77.25,7.25,7.25,-16.75,35.25,566.297999999995,599.351853535656,683.056442393046,65.8800000000047,-438.75,1099.17,-295.25,3,199.75,5,-106.75,246,386.75,449,-102.75,374.25,,499.75,-96.75,-3.75,-3.75,-186.75,265.25,,,,,,,,,881.75,39,-167.75,596,633.75,723,-438.75,1964.25,,606.25,130.25,,-354.75,1618.25,130.25,,,,,,,,,1114.75,155,0,0,0,1
1775156700,2026-04-02T14:05:00-05:00,10.7375917245697,698,654.683120070778,,325,,1,32,0.745046021976645,7,0.162978817307391,25,0.582067204669254,12,73,6,9.61575022113607,16.224980739588,23.2183083739966,53.6251684273883,122,2.84048795878596,1.02443828021789,1.86261505494161,1.71378463696948,-86.5,49,141,62,-111,75,-20,-17,69,-1,-1,-25,20,558.047999999995,585.043855587734,681.924449129746,57.6300000000047,-447,1090.92,-303.5,3,191.5,5,-115,246,104.5,59,-111,366,,491.5,-105,-12,-12,-195,257,,,,,,,,,873.5,39,-176,596,625.5,723,-447,1956,,598,122,,-363,1610,122,,,,,,,,,1106.5,155,0,1,2,2
1775157000,2026-04-02T14:10:00-05:00,10.6539456108144,938,711.346496056623,,381.25,,1,1,0.0234654849135173,36,0.844757456886623,35,0.821291971973106,5,78,7,10.5360027261693,22.1710521977545,36.4245796132227,42.042592743295,158,3.70754661633573,1.2202052155029,1.24367070041642,2.21674544226874,-30.25,49,71.25,16,9.25,108.25,36.25,39.25,16.25,-22.75,8.25,31.25,-22.75,614.297999999995,637.608036497084,681.575420254727,113.880000000005,-390.75,1147.17,-247.25,3,247.75,5,-58.75,246,160.75,59,-54.75,422.25,,547.75,-48.75,-9.75,-9.75,-138.75,-307.75,,,,,,,,,929.75,39,-119.75,596,681.75,723,-390.75,2012.25,,654.25,178.25,,-306.75,1666.25,178.25,,,,,,,,,1162.75,155,1,1,1,1
1775157060,2026-04-02T14:11:00-05:00,10.6786637814705,757,720.477196845298,,407.75,,1,28,0.655512725491582,25,0.585279219188912,3,0.0702335063026695,1,79,8,11.0968939958218,25.9599049818497,40.805751739185,44.8659467054615,183,4.28424388446284,0.0234111687675565,1.03009142577249,1.71211631663974,-3.75,49,32.25,27,-28.25,134.75,-14.75,65.75,42.75,3.75,-5.25,57.75,3.75,640.797999999995,662.909081892343,681.545489502364,140.380000000005,-364.25,1173.67,-220.75,3,274.25,5,-32.25,246,187.25,59,-28.25,448.75,,574.25,-22.25,16.75,16.75,-112.25,-281.25,,,,,,,,,956.25,39,-93.25,596,708.25,723,-364.25,2038.75,,680.75,204.75,,-280.25,1692.75,204.75,,,,,,,,,1189.25,155,0,0,0,0
1775159400,2026-04-02T14:50:00-05:00,12.6487043010856,2496,1075.58175747624,,397,,1,56,1.10683273691507,82,1.6207193647685,26,0.513886627853426,39,118,9,10.9892678879425,60.81575088376,42.0512615001025,37.8844565745369,258,5.09933653793015,3.00426028591233,4.11109302282741,4.85288399222294,-113.5,105,,,18,140,-25.5,55,18,-7,-16,29,-7,630.047999999995,626.043430749574,676.923606541908,81.570000000007,-375,1066.8,-231.5,3,263.5,5,-43,246,176.5,59,-36,438,,563.5,-33,6,6,-123,-292,,,,,,,,,945.5,39,-104,596,697.5,723,-375,2028,,670,194,,-291,1682,194,,,,,,,,,1178.5,155,0,2,4,5
1775159640,2026-04-02T14:54:00-05:00,12.6965884929015,1400,1140.46540598099,,500.5,,1,18,0.354425915474529,17,0.334735586837055,1,0.0196903286374738,4,122,10,11.2825583092725,68.1332436398627,81.39887802513,70.5331561652138,275,5.4148403753053,0.551329201849267,1.22080037552338,2.26119058606368,-10,105,135,99,-58.5,243.5,14.5,158.5,121.5,64.5,-14.5,132.5,64.5,733.547999999995,723.059926532151,677.214503782049,185.070000000007,-271.5,1170.3,-128,3,367,5,60.5,246,280,59,64.5,541.5,,667,70.5,-19.5,16.5,-19.5,-188.5,,,,,,,,,1049,39,-0.5,596,801,723,-271.5,2131.5,,773.5,297.5,,-187.5,1785.5,297.5,,,,,,,,,1282,155,1,2,4,4
1775159700,2026-04-02T14:55:00-05:00,13.7539750291229,1847,1281.77232478479,,541.5,,1,43,0.781592228954742,70,1.27235944248446,27,0.490767213529721,1,123,11,11.687530307393,35.0321281112067,93.5310777228617,81.0315902992827,345,6.270914395102,0.836121919346933,1.99942198104701,2.6621139327385,258,53,176,99,-230.5,284.5,15,-187,162.5,105.5,-17.5,173.5,105.5,774.547999999995,760.854692360605,677.63439126923,226.070000000007,-230.5,1163.24000000001,-87,3,408,5,101.5,246,321,59,105.5,582.5,,708,111.5,21.5,16.5,12.5,-147.5,,,,,,,,,1090,39,40.5,596,842,723,-230.5,2172.5,,814.5,338.5,,-146.5,1826.5,338.5,,,,,,,,,1323,155,0,2,3,3
1775159940,2026-04-02T14:59:00-05:00,13.6111979593601,5479,2121.21785982783,,568.75,,1,20,0.367344594864379,6,0.110203378459314,14,0.257141216405065,4,127,12,11.9203321033491,22.3065760109734,113.651812018111,104.128572569637,351,6.44689763986985,0.808158108701633,1.34080777125498,5.22188436053372,285.25,53,203.25,99,-203.25,311.75,42.25,-159.75,189.75,132.75,5.75,200.75,132.75,801.797999999995,773.292761427438,679.675265916184,253.320000000007,-203.25,1190.49000000001,-59.75,3,435.25,5,-461.25,136,348.25,59,132.75,323.75,,735.25,-120.25,48.75,43.75,39.75,-120.25,,,,,,,,,1117.25,39,67.75,596,869.25,723,-203.25,2199.75,,841.75,365.75,,-119.25,1853.75,365.75,,,,,,,,,1350.25,155,2,2,2,2
1775160000,2026-04-02T15:00:00-05:00,13.9246838194058,3478,2392.57428786227,,578,,1,31,0.556565599658312,1,0.0179537290212359,30,0.538611870637076,1,128,13,11.6699238638033,16.9648329067974,111.051226918031,108.862264885133,343,6.15812905428391,0.179537290212359,1.29266848952898,2.91057623336256,294.5,53,212.5,99,-194,321,51.5,-150.5,199,142,15,210,142,811.047999999995,776.622961359491,680.460580810843,262.570000000007,-194,1199.74000000001,-50.5,3,444.5,5,-452,136,357.5,59,142,333,,744.5,-111,58,-46,49,-111,,,,,,,,,1126.5,39,77,596,878.5,723,-194,2209,,851,375,,-110,1863,375,,,,,,,,,1359.5,155,1,1,1,1
1775160060,2026-04-02T15:01:00-05:00,13.9479206894483,1580,2230.05943028981,,591.5,,1,22,0.394324008750695,14,0.250933460114079,8,0.143390548636616,1,129,14,11.9014155368392,22.4158921799295,106.371107449345,114.14387474376,341,6.11202213563578,0.448095464489426,1.02165765903589,1.26757334963325,308,53,226,99,-180.5,334.5,65,-137,212.5,155.5,-10.5,223.5,155.5,824.547999999995,787.38763357648,680.883219874337,276.070000000007,-180.5,1213.24000000001,-37,3,458,5,-438.5,136,371,59,155.5,346.5,,758,-97.5,71.5,-32.5,62.5,-97.5,,,,,,,,,1140,39,90.5,596,892,723,-180.5,2222.5,,864.5,388.5,,-96.5,1876.5,388.5,,,,,,,,,1373,155,0,0,0,0
1775161740,2026-04-02T15:29:00-05:00,7.63815108417555,554,1894.84754423185,,598.25,,1,31,1.01464345423282,17,0.556417378127673,14,0.458226076105142,28,157,15,22.2894255591144,25.0116639457141,20.8202875820676,25.4512244951761,127,4.15676511895379,1.21102605827788,2.22566951251069,3.05114083398898,71.75,27,50.25,10,23.25,85.25,71.75,92.75,23.25,162.25,-3.75,230.25,162.25,831.297999999995,782.90904378389,681.891383525832,282.820000000007,-173.75,1171.92999999999,,,464.75,5,-431.75,136,156.75,125,-173.75,353.25,,764.75,-90.75,78.25,-25.75,69.25,-90.75,,,,,,,,,1146.75,39,97.25,596,898.75,723,-173.75,2229.25,,871.25,395.25,,-89.75,1883.25,395.25,,,,,,,,,1379.75,155,0,0,0,0
1775168340,2026-04-02T17:19:00-05:00,8.49251988176641,456,1607.07803538548,,-184.25,,-1,4,0.117750681060755,0,0,0,0,0,50,0,5.41653132879474,19.5505043981536,15.116216457831,29.8297283780671,119,3.50308276155747,1.88401089697209,3.50308276155747,4.8169014084507,-9.75,29,,,-89.25,246.75,-16.25,-1.75,21.75,-34.25,-0.25,135.75,67.75,736.797999999995,680.865354527341,682.31499914802,188.320000000007,-268.25,1077.42999999999,-45.75,51,370.25,5,463.25,163,62.25,125,-136.25,258.75,,670.25,73.75,-16.25,19.75,-16.25,67.75,,,,,,,,,1052.25,39,2.75,596,69.25,139,-268.25,2134.75,,776.75,300.75,,-184.25,1788.75,300.75,,,,,,,,,1285.25,155,1,1,1,1
1775168400,2026-04-02T17:20:00-05:00,9.36805417592595,565,1398.66242830838,,-233.25,,-1,34,0.907338903082277,41,1.09414397136392,7,0.186805068281645,1,51,1,6.0044486233386,25.9320693779386,19.5982102180276,31.45275432172,160,4.26983013215189,0.213491506607595,2.21497438105379,4.90491938817693,-58.75,29,,,-138.25,197.75,-31.25,-50.75,-27.25,18.75,-20.25,86.75,18.75,687.797999999995,631.109617461931,682.255568648299,139.320000000007,-317.25,1028.42999999999,-94.75,51,321.25,5,414.25,163,13.25,125,-185.25,209.75,,621.25,24.75,18.75,24.75,-65.25,18.75,,,,,,,,,1003.25,39,-46.25,596,20.25,139,-317.25,2085.75,,727.75,251.75,,-233.25,1739.75,251.75,,,,,,,,,1236.25,155,0,0,0,0
1775171460,2026-04-02T18:11:00-05:00,4.31112527346236,9,1120.72994264671,,-205.25,,1,11,0.637884502435582,0,0,0,0,0,50,0,4.29122301638482,5.33593686452737,16.375357820518,20.4400598283283,64,3.71132801417066,0.579895002214165,0.753863502878415,0.284638554216867,-52.25,10,-26.25,18,-57.25,21.75,-3.25,-22.75,0.75,46.75,0.75,114.75,-22.25,715.797999999995,655.106268675008,682.319656874051,167.320000000007,-289.25,1056.42999999999,,,349.25,5,442.25,163,41.25,125,-157.25,67.75,,649.25,52.75,-37.25,-1.25,-37.25,46.75,,,,,,,,,1031.25,39,-18.25,596,48.25,139,-289.25,2113.75,,755.75,279.75,,-205.25,1767.75,279.75,,,,,,,,,1264.25,155,1,2,3,6
1775171520,2026-04-02T18:12:00-05:00,4.28890203964362,30,902.583954117366,,-203.75,,1,7,0.408029836966249,4,0.233159906837857,3,0.174869930128393,1,51,1,4.54661818333821,3.97562014729219,14.5580733615407,19.9881858967303,64,3.73055850940571,0.291449883547321,0.932639627351427,0.927835051546392,-50.75,10,-24.75,18,-55.75,23.25,-1.75,-21.25,2.25,48.25,-0.75,116.25,-20.75,717.297999999995,656.564695024863,682.318126798181,168.820000000007,-287.75,1057.92999999999,,,350.75,5,443.75,163,42.75,125,-155.75,69.25,,650.75,54.25,-35.75,0.25,-35.75,48.25,,,,,,,,,1032.75,39,-16.75,596,49.75,139,-287.75,2115.25,,757.25,281.25,,-203.75,1769.25,281.25,,,,,,,,,1265.75,155,1,1,3,6
1775171700,2026-04-02T18:15:00-05:00,4.17792193188667,36,729.267163293893,,-196.5,,1,8,0.478706886487186,6,0.35903016486539,2,0.119676721621797,3,54,2,5.02642230811546,4.53382350291181,10.5467708328189,19.1782264677277,56,3.3509482054103,0.179515082432695,0.658221968919881,1.03846153846154,-43.5,10,-17.5,18,-48.5,30.5,5.5,-14,9.5,-46.5,6.5,123.5,-13.5,724.547999999995,663.702409217265,682.314050146964,176.070000000007,-280.5,1065.17999999999,,,358,5,451,163,50,125,-148.5,76.5,,658,61.5,-28.5,7.5,-28.5,55.5,,,,,,,,,1040,39,-9.5,596,57,139,-280.5,2122.5,,764.5,288.5,,-196.5,1776.5,288.5,,,,,,,,,1273,155,1,1,3,7
1775171880,2026-04-02T18:18:00-05:00,3.89810294619352,41,591.613730635115,,-189.5,,1,11,0.70547136336801,8,0.513070082449462,3,0.192401280918548,3,57,3,5.90030594816881,6.36832439151427,6.17422819063241,18.3696011839857,38,2.43708289163494,0,0.769605123674193,1.17142857142857,-36.5,10,-10.5,18,-41.5,29.5,12.5,-7,-6.5,-39.5,-5.5,130.5,-6.5,731.547999999995,670.595446123261,682.311802992919,183.070000000007,-273.5,1072.17999999999,,,365,5,458,163,57,125,-141.5,83.5,,665,68.5,-21.5,14.5,-21.5,62.5,,,,,,,,,1047,39,-2.5,596,64,139,-273.5,2129.5,,771.5,295.5,,-189.5,1783.5,295.5,,,,,,,,,1280,155,0,2,5,7
1775172120,2026-04-02T18:22:00-05:00,3.76976958158666,38,480.890984508092,,-183.75,,1,1,0.066317050575483,4,0.265268202301932,3,0.198951151726449,4,61,4,6.36643685524637,6.86577664134866,8.36636681899616,16.6015307143755,42,2.78531612417029,0.530536404603864,1.12738985978321,1.45090909090909,26.25,18,-4.75,18,-35.75,35.25,-15.75,-1.25,-0.75,-0.75,0.25,136.25,-0.75,737.297999999995,676.209817401657,682.309499551078,188.820000000007,-267.75,1077.92999999999,,,370.75,5,463.75,163,62.75,125,-135.75,89.25,,670.75,74.25,-15.75,20.25,-15.75,68.25,,,,,,,,,1052.75,39,3.25,596,69.75,139,-267.75,2135.25,,777.25,301.25,,-183.75,1789.25,301.25,,,,,,,,,1285.75,155,1,3,6,6
1775172180,2026-04-02T18:23:00-05:00,3.71478604004476,29,390.512787606473,,-177,,1,8,0.538389015798041,7,0.471090388823286,1,0.0672986269747552,1,62,5,6.93175857839978,8.51795489278709,9.856588849597,16.2595365437034,49,3.297632721763,0,0.807583523697062,1.20355731225296,-24,10,-13.5,11,-29,42,-9,-1,6,6,-2,143,1,744.047999999995,682.918089839281,682.30955839069,195.570000000007,-261,1084.67999999999,,,377.5,5,470.5,163,69.5,125,-129,96,,677.5,81,-9,-14,-9,75,,,,,,,,,1059.5,39,10,596,76.5,139,-261,2142,,784,308,,-177,1796,308,,,,,,,,,1292.5,155,1,3,5,5
1775172360,2026-04-02T18:26:00-05:00,3.79860966835945,46,321.610230085179,,-170,,1,2,0.131627106666093,5,0.329067766665232,3,0.197440659999139,3,65,6,7.107863759969,8.82074574826616,11.7838607849889,14.151697831315,54,3.5539318799845,0.394881319998278,0.658135533330463,1.80898876404494,-17,10,-6.5,11,-22,49,-2,6,13,13,-1,150,8,751.047999999995,689.763285654801,682.309219739632,202.570000000007,-254,1091.67999999999,,,384.5,5,477.5,163,76.5,125,-122,103,,684.5,88,-2,-7,-2,82,,,,,,,,,1066.5,39,17,596,83.5,139,-254,2149,,791,315,,-170,1803,315,,,,,,,,,1299.5,155,2,4,4,4
1775172420,2026-04-02T18:27:00-05:00,4.2058518349052,119,281.088184068143,,-156,,1,0,0,27,1.6049067501571,27,1.6049067501571,1,66,7,8.02453375078552,16.9803808359334,16.9848277883528,16.3408669721868,81,4.81472025047131,2.02099368538302,2.25875764836926,3.97297297297297,-39,24,22.5,7,-8,63,5.5,20,27,-6,-4,164,22,765.047999999995,703.585677552051,682.316037762807,216.570000000007,-240,1105.67999999999,,,18,4,491.5,163,90.5,125,-108,117,,698.5,102,12,7,3,96,,,,,,,,,1080.5,39,31,596,97.5,139,-240,2163,,805,329,,-156,1817,329,,,,,,,,,1313.5,155,2,3,3,3
1775172480,2026-04-02T18:28:00-05:00,4.26257670384055,80,240.870547254514,,-145.5,,1,16,0.938399535754051,4,0.234599883938513,12,0.703799651815538,1,67,8,8.15234596686332,18.4722013366632,18.9303823257746,17.6657013198386,77,4.51604776581637,0.351899825907769,1.17299941969256,2.40687679083095,-28.5,24,14,11,-21.5,73.5,4.5,30.5,-19.5,4.5,4.5,2.5,-32.5,775.547999999995,713.965541490921,682.321412209548,227.070000000007,-229.5,1116.17999999999,,,28.5,4,-487.5,136,101,125,-97.5,127.5,,709,112.5,22.5,17.5,13.5,106.5,,,,,,,,,1091,39,41.5,596,108,139,-229.5,2173.5,,815.5,339.5,,-145.5,1827.5,339.5,,,,,,,,,1324,155,2,2,2,2
1775172600,2026-04-02T18:30:00-05:00,4.34502787218904,117,216.096437803612,,-146.75,,1,16,0.920592483560936,3,0.172611090667676,13,0.747981392893261,2,69,9,8.17025829160331,13.5359603361646,20.4716839500321,20.2603758697862,75,4.31527726669189,0,1.78364793689931,3.11406844106464,-29.75,24,12.75,11,-22.75,72.25,3.25,29.25,-20.75,3.25,3.25,1.25,31.25,774.297999999995,712.522088205616,682.32984103769,225.820000000007,-230.75,1114.92999999999,,,27.25,4,-488.75,136,99.75,125,-98.75,126.25,,707.75,111.25,21.25,16.25,12.25,105.25,,,,,,,,,1089.75,39,40.25,596,106.75,139,-230.75,2172.25,,814.25,338.25,,-146.75,1826.25,338.25,,,,,,,,,1322.75,155,1,1,1,1
1775172660,2026-04-02T18:31:00-05:00,4.58824016703268,97,192.277150242889,,-133.25,,1,13,0.708332581051843,15,0.817306824290588,2,0.108974243238745,1,70,10,8.55447809424149,11.6440256498057,22.9318794203615,22.6302220734268,90,4.90384094574353,0.817306824290588,1.52563940534243,2.38524590163934,-16.25,24,26.25,11,-25.25,85.75,16.75,42.75,-7.25,16.75,-4.25,14.75,-20.25,787.797999999995,725.873223905277,682.339804709358,239.320000000007,-217.25,1128.42999999999,,,40.75,4,-475.25,136,113.25,125,-85.25,139.75,,721.25,124.75,34.75,29.75,25.75,118.75,,,,,,,,,1103.25,39,53.75,596,120.25,139,-217.25,2185.75,,827.75,351.75,,-133.25,1839.75,351.75,,,,,,,,,1336.25,155,0,0,0,0
1775174400,2026-04-02T19:00:00-05:00,5.06681427256547,327,219.221720194311,,-92,,1,16,0.789450685346452,64,3.15780274138581,48,2.36835205603936,29,99,11,10.9042875913479,26.854029285917,21.3247765228619,16.7887653828423,112,5.52615479742517,2.76307739871258,3.55252808405904,5.91472868217054,65.5,13,36.5,9,3,127,17,61,16,24,-6,56,21,829.047999999995,765.096289506255,682.483977939497,280.570000000007,-176,1169.67999999999,,,82,4,-434,136,154.5,125,-44,135,,762.5,-93,76,-28,67,-93,,,,,,,,,1144.5,39,95,596,161.5,139,-176,2227,,869,393,,-92,1881,393,,,,,,,,,1377.5,155,1,1,1,1
1775174460,2026-04-02T19:01:00-05:00,6.7763275388108,349,245.177376155449,,-26.75,,1,25,0.922328497877899,89,3.28348945244532,64,2.36116095456742,1,100,12,11.4368733736859,54.5119762580257,42.438006256185,31.3641961345661,201,7.41552112293831,3.28348945244532,4.27960423015345,5.01299589603283,130.75,13,75.25,46,21.25,192.25,-31.75,-67.25,81.25,89.25,38.25,121.25,86.25,894.297999999995,829.726607598815,682.618625645335,345.820000000007,-110.75,1234.92999999999,,,51.25,2,-368.75,136,219.75,125,21.25,200.25,,827.75,-27.75,141.25,-26.75,132.25,-27.75,,,,,,,,,1209.75,39,160.25,596,226.75,139,-110.75,2292.25,,934.25,458.25,,-26.75,1946.25,458.25,,,,,,,,,1442.75,155,0,0,0,0
1775177460,2026-04-02T19:51:00-05:00,5.71799458789059,26,201.341900924359,,-104.75,,-1,10,0.437216223550549,0,0,0,0,0,50,0,6.55824335325823,2.73353657780945,12.1802863266838,28.1101223801841,71,3.10423518720889,0.174886489420219,0.743267580035933,0.550403225806452,52.75,13,-27.25,25,-16.75,28.25,4.25,26.75,3.25,11.25,-0.75,43.25,3.25,816.297999999995,746.151965641067,683.470412079246,267.820000000007,-188.75,1156.92999999999,,,69.25,4,94.25,56,141.75,125,-141.75,122.25,,749.75,3.25,63.25,-40.75,54.25,-105.75,,,,,,,,,1131.75,39,82.25,596,148.75,139,-188.75,2214.25,,856.25,380.25,,-104.75,1868.25,380.25,,,,,,,,,1364.75,155,1,1,1,1
1775177580,2026-04-02T19:53:00-05:00,5.71857696608934,50,171.073520739487,,-102.75,,-1,9,0.393454527820873,8,0.349737358062998,1,0.0437171697578748,2,52,1,6.90731282174421,6.22941053034359,7.14580296397823,28.6857094588788,45,1.96727263910436,0.961777734673245,1.44266660200987,1.08024691358025,54.75,13,-25.25,25,-14.75,30.25,6.25,28.75,5.25,13.25,1.25,45.25,5.25,818.297999999995,748.024242711239,683.482020795334,269.820000000007,-186.75,1158.92999999999,,,71.25,4,96.25,56,143.75,125,-139.75,124.25,,751.75,5.25,65.25,-38.75,56.25,-103.75,,,,,,,,,1133.75,39,84.25,596,150.75,139,-186.75,2216.25,,858.25,382.25,,-102.75,1870.25,382.25,,,,,,,,,1366.75,155,0,0,0,0
1775178780,2026-04-02T20:13:00-05:00,5.2432399190342,202,177.25881659159,,-127,,-1,20,0.953608852009388,35,1.66881549101643,15,0.715206639007041,20,72,2,9.2023254218906,19.2563120964414,14.6878989307525,14.8232036795594,100,4.76804426004694,1.33505239281314,2.28866124482253,4.45588235294118,30.5,13,,,-71,6,-3,4.5,-1,-11,-2,21,-4,794.047999999995,722.364200287673,683.617172773942,245.570000000007,-211,1134.67999999999,,,47,4,72,56,119.5,125,-164,100,,727.5,-19,41,36,32,125,,,,,,,,,1109.5,39,60,596,126.5,139,-211,2192,,834,358,,-127,1846,358,,,,,,,,,1342.5,155,0,0,0,0
1775180040,2026-04-02T20:34:00-05:00,4.68180102664847,63,154.407053273272,,-147.25,,-1,2,0.106796507829794,3,0.160194761744691,1,0.0533982539148969,21,93,3,10.4660577673198,17.9884222024427,13.3598044521617,21.0865122521345,61,3.25729348880871,0.800973808723453,1.49515110961711,1.43648208469055,10.25,13,-23.75,15,-44.25,8.75,2.75,5.75,-13.25,2.75,2.75,0.75,5.75,773.797999999995,700.725879493606,683.701621067658,225.320000000007,-231.25,1114.42999999999,,,26.75,4,51.75,56,99.25,125,-184.25,79.75,,707.25,-39.25,20.75,15.75,11.75,104.75,,,,,,,,,1089.25,39,39.75,596,106.25,139,-231.25,2171.75,,813.75,337.75,,-147.25,1825.75,337.75,,,,,,,,,1322.25,155,0,0,1,3
1775180400,2026-04-02T20:40:00-05:00,4.89279181102741,50,133.525642618618,,-147,,-1,9,0.459860154877004,2,0.102191145528223,7,0.357669009348781,6,99,4,10.1169234072941,8.34665601703261,15.5471812155773,15.9231374399432,58,2.96354322031847,0.66424244593345,1.27738931910279,1.37795275590551,10.5,13,-23.5,15,-44,72,3,6,-13,3,3,1,6,774.047999999995,700.706736438617,683.711621497914,225.570000000007,-231,1114.67999999999,,,27,4,52,56,99.5,125,-184,80,,707.5,-39,21,16,12,105,,,,,,,,,1089.5,39,40,596,106.5,139,-231,2172,,814,338,,-147,1826,338,,,,,,,,,1322.5,155,0,1,2,2
1775180700,2026-04-02T20:45:00-05:00,4.42979134417914,62,119.220514094894,,-161.25,,-1,4,0.225744267010234,13,0.733668867783262,9,0.507924600773027,5,104,5,11.9080100847899,6.52559065015063,16.7031761575456,17.6495542093199,71,4.00696073943166,1.07228526829861,1.35446560206141,1.98475609756098,-29.75,25,-15.25,4,-42.25,57.75,0.25,-1.25,-2.25,-8.25,-0.25,-5.25,-8.25,759.797999999995,686.266821434736,683.713121287885,211.320000000007,-245.25,1100.42999999999,,,393.25,5,37.75,56,85.25,125,-198.25,65.75,,693.25,-53.25,6.75,1.75,-2.25,90.75,,,,,,,,,1075.25,39,25.75,596,92.25,139,-245.25,2157.75,,799.75,323.75,,-161.25,1811.75,323.75,,,,,,,,,1308.25,155,1,1,1,2
1775180760,2026-04-02T20:46:00-05:00,4.30980624816634,41,103.576411275915,,-170.5,,-1,11,0.6380797283335,4,0.232028992121273,7,0.406050736212227,1,105,6,12.4715583265184,7.50555349946513,16.5774696501004,18.7873249720278,74,4.29253635424355,0.174021744090955,0.6380797283335,1.29668674698795,-39,25,-7.5,8,-51.5,48.5,-2.5,5.5,-11.5,12.5,-1.5,-14.5,7.5,750.547999999995,676.959330417885,683.712538862835,202.070000000007,-254.5,1091.17999999999,,,384,5,28.5,56,76,125,-207.5,56.5,,684,-62.5,-2.5,-7.5,-2.5,81.5,,,,,,,,,1066,39,16.5,596,83,139,-254.5,2148.5,,790.5,314.5,,-170.5,1802.5,314.5,,,,,,,,,1299,155,0,0,0,1
